Rank,City,State,Population.2017,Census.2010,Change,Land.Area.2016.sqmi,Land.Area.2016.km2,Population.Density.2016.sqmi,Population.Density.2016.km2,Location.Lon,Location.Lat,Climate.URL,key,city.x,state.x,high.jan,high.feb,high.mar,high.apr,high.may,high.jun,high.jul,high.aug,high.sep,high.oct,high.nov,high.dec,low.jan,low.feb,low.mar,low.apr,low.may,low.jun,low.jul,low.aug,low.sep,low.oct,low.nov,low.dec,avg.precip.jan,avg.precip.feb,avg.precip.mar,avg.precip.apr,avg.precip.may,avg.precip.jun,avg.precip.jul,avg.precip.aug,avg.precip.sep,avg.precip.oct,avg.precip.nov,avg.precip.dec,days.precip.jan,days.precip.feb,days.precip.mar,days.precip.apr,days.precip.may,days.precip.jun,days.precip.jul,days.precip.aug,days.precip.sep,days.precip.oct,days.precip.nov,days.precip.dec,hours.sun.jan,hours.sun.feb,hours.sun.mar,hours.sun.apr,hours.sun.may,hours.sun.jun,hours.sun.jul,hours.sun.aug,hours.sun.sep,hours.sun.oct,hours.sun.nov,hours.sun.dec,snow.jan,snow.feb,snow.mar,snow.apr,snow.may,snow.jun,snow.jul,snow.aug,snow.sep,snow.oct,snow.nov,snow.dec,city.y,state.y,annual.high,annual.low,avg.tmp,avg.annual.precip,annual.days.precip,annual.hours.sunshine,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families
294,San Mateo,California,104748,97207,0.0776,12.1,31.3,8592,3317,37.5603N,122.3106W,https://www.usclimatedata.com/climate/san-francisco/california/united-states/usca0987,"San Francisco, California",San Francisco,California,57,60,62,63,64,66,67,68,70,69,63,57,46,47,49,49,51,53,54,55,55,54,50,46,4.49,4.45,3.27,1.46,0.71,0.16,1,1,1,4,7,10,11,11,10,6,4,2,300,272,267,243,189,156,165,182,251,281,314,330,NA,NA,NA,NA,NA,NA,0,0.08,0.2,1.1,3.15,4.57,NA,NA,NA,NA,NA,NA,San Francisco,California,63.8,50.8,57.3,23.64,NA,2950,NA,CA,64,61,0,38.9,1,0.56,0.45
295,Wichita Falls,Texas,104747,104553,0.0019,72.2,187,1450,560,33.9067N,98.5259W,https://www.usclimatedata.com/climate/dallas/texas/united-states/ustx1575,"Dallas, Texas",Dallas,Texas,57,61,69,77,84,91,95,96,89,80,68,58,30,35,42,51,60,67,71,71,64,52,43,32,2.32,2.99,3.7,3.43,4.61,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.13,3.35,4.88,3.31,2.8,NA,NA,NA,NA,NA,NA,Dallas,Texas,77.1,51.5,64.3,40.97,NA,NA,NA,TX,30,39,0,32.8,1.1,0.49,0.48
296,El Cajon,California,103894,99478,0.0444,14.5,37.6,7156,2763,32.8017N,116.9604W,https://www.usclimatedata.com/climate/el-cajon/california/united-states/usca0331,"El Cajon, California",El Cajon,California,70,70,72,75,78,82,87,89,88,81,75,69,42,44,47,51,56,59,63,64,62,56,47,41,2.24,2.6,2.36,0.83,0.12,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.04,0.16,0.59,1.38,1.81,NA,NA,NA,NA,NA,NA,El Cajon,California,78,52.7,65.35,12.37,NA,NA,NA,CA,56,42,38,34.1,1,0.5,0.49
297,Rialto,California,103562,99171,0.0443,22.3,57.8,4633,1789,34.1118N,117.3883W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,38,42,30,29.2,1,0.5,0.53
298,Lakewood,New Jersey,102682,92843,0.106,24.7,64,4079,1575,40.0771N,74.2004W,https://www.usclimatedata.com/climate/philadelphia/pennsylvania/united-states/uspa1276,"Philadelphia, Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NJ,55,48,0,17.9,1,0.58,0.77
299,Edison,New Jersey,102450,99967,0.0248,30.1,78,3389,1309,40.5040N,74.3494W,https://www.usclimatedata.com/climate/elizabeth/new-jersey/united-states/usnj0647,"Elizabeth, New Jersey",Elizabeth,New Jersey,39,42,51,62,72,82,86,84,77,65,55,44,24,27,34,44,53,63,69,67,60,48,39,30,3.54,2.87,4.17,4.21,4.09,4.02,4.76,3.7,3.82,3.58,3.66,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,5,1,0,0,0,0,0,0,0,5,Elizabeth,New Jersey,63.3,46.5,54.9,46.24,NA,NA,NA,NJ,0,0,0,0,0,0,0
300,Davenport,Iowa,102320,99685,0.0264,62.9,162.9,1631,630,41.5541N,90.6040W,https://www.usclimatedata.com/climate/davenport/iowa/united-states/usia1100,"Davenport, Iowa",Davenport,Iowa,30,34,48,62,72,81,83,82,75,63,48,33,13,18,28,39,50,60,63,61,52,41,30,17,1.18,1.34,2.52,3.5,4.25,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,4.61,3.07,2.95,2.44,1.73,NA,NA,NA,NA,NA,NA,Davenport,Iowa,59.3,39.3,49.3,35.97,NA,NA,NA,IA,42,41,0,35.1,1,0.52,0.46
301,South Bend,Indiana,102245,101168,0.0106,41.4,107.2,2457,949,41.6769N,86.2690W,https://www.usclimatedata.com/climate/south-bend/indiana/united-states/usin0624,"South Bend, Indiana",South Bend,Indiana,31,35,47,60,70,79,83,81,74,62,48,35,18,20,28,39,49,59,63,62,54,43,33,22,2.28,1.97,2.4,3.23,3.82,3.78,4.02,3.78,3.54,3.31,3.27,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,7,1,0,0,0,0,0,0,5,17,South Bend,Indiana,58.8,40.8,49.8,38,NA,NA,NA,IN,43,56,0,33.2,0.9,0.44,0.51
302,Woodbridge,New Jersey,101965,99585,0.0239,23.3,60.3,4351,1680,40.5607N,74.2927W,https://www.usclimatedata.com/climate/elizabeth/new-jersey/united-states/usnj0647,"Elizabeth, New Jersey",Elizabeth,New Jersey,39,42,51,62,72,82,86,84,77,65,55,44,24,27,34,44,53,63,69,67,60,48,39,30,3.54,2.87,4.17,4.21,4.09,4.02,4.76,3.7,3.82,3.58,3.66,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,5,1,0,0,0,0,0,0,0,5,Elizabeth,New Jersey,63.3,46.5,54.9,46.24,NA,NA,NA,NJ,57,0,40,37,1,0.61,0.46
303,Las Cruces,New Mexico,101712,97618,0.0419,76.9,199.2,1323,511,32.3264N,106.7897W,https://www.usclimatedata.com/climate/las-cruces/new-mexico/united-states/usnm0492,"Las Cruces, New Mexico",Las Cruces,New Mexico,59,64,70,78,87,95,95,92,88,79,67,58,29,33,38,45,54,62,68,67,60,47,36,29,0.51,0.39,0.24,0.28,0.39,0.67,1.54,2.2,1.34,0.94,0.47,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,Las Cruces,New Mexico,77.7,47.3,62.5,9.76,NA,NA,NA,NM,34,43,0,32.1,1,0.48,0.46
304,Vista,California,101568,93834,0.0824,18.7,48.4,5436,2099,33.1895N,117.2386W,https://www.usclimatedata.com/climate/san-diego/california/united-states/usca0982,"San Diego, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,43,27,34,32.9,1,0.51,0.48
305,Renton,Washington,101379,90927,0.1149,23.4,60.6,4314,1666,47.4761N,122.1920W,https://www.usclimatedata.com/climate/renton/washington/united-states/uswa0824,"Renton, Washington",Renton,Washington,48,51,55,59,65,71,76,77,71,60,52,46,37,37,40,43,48,53,57,57,52,45,40,35,5.71,4.33,3.94,3.07,2.13,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.91,1.69,3.86,6.46,5.39,NA,NA,NA,NA,NA,NA,Renton,Washington,60.9,45.3,53.1,40,NA,NA,NA,WA,39,34,33,35.8,1,0.52,0.49
306,Sparks,Nevada,100888,90264,0.1177,35.9,93,2810,1080,39.5544N,119.7356W,https://www.usclimatedata.com/climate/sparks/nevada/united-states/usnv0086,"Sparks, Nevada",Sparks,Nevada,47,53,59,65,74,83,91,90,83,71,56,47,23,26,31,35,42,48,53,51,44,35,28,23,1.1,0.94,0.87,0.59,0.63,0.47,0.28,0.31,0.39,0.63,0.91,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,1,2,Sparks,Nevada,68.3,36.6,52.45,8.26,NA,NA,NA,NV,41,48,0,37.5,1,0.55,0.47
307,Clinton,Michigan,100712,96796,0.0405,28.1,72.8,3573,1380,42.5903N,82.9170W,https://www.usclimatedata.com/climate/detroit/michigan/united-states/usmi0229,"Detroit, Michigan",Detroit,Michigan,31,32,42,55,67,77,82,80,73,60,46,35,19,18,27,37,48,58,63,62,55,44,33,24,2.05,2.09,2.4,2.99,3.54,2.83,9,8,9,9,12,13,13,12,13,12,12,11,321,284,226,189,98,89,90,128,180,212,263,295,NA,NA,NA,NA,NA,NA,2.83,2.87,2.44,2.64,2.2,2.09,NA,NA,NA,NA,NA,NA,Detroit,Michigan,56.7,40.7,48.7,30.97,NA,2375,NA,MI,0,0,0,35.3,1.1,0.63,0.57
308,Allen,Texas,100685,84246,0.1951,27.1,70.2,3715,1434,33.0997N,96.6631W,https://www.usclimatedata.com/climate/dallas/texas/united-states/ustx1575,"Dallas, Texas",Dallas,Texas,57,61,69,77,84,91,95,96,89,80,68,58,30,35,42,51,60,67,71,71,64,52,43,32,2.32,2.99,3.7,3.43,4.61,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.13,3.35,4.88,3.31,2.8,NA,NA,NA,NA,NA,NA,Dallas,Texas,77.1,51.5,64.3,40.97,NA,NA,NA,TX,28,54,0,35.6,1,0.64,0.59
309,Tuscaloosa,Alabama,100287,90468,0.1085,71.7,185.7,1399,540,33.2065N,87.5346W,https://www.usclimatedata.com/climate/tuscaloosa/alabama/united-states/usal0542,"Tuscaloosa, Alabama",Tuscaloosa,Alabama,56,61,70,77,84,90,93,93,88,78,68,58,35,38,45,52,61,69,72,72,65,53,44,37,5.35,5.59,4.84,4.33,4.13,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,3.78,3.54,3.82,5.2,4.72,NA,NA,NA,NA,NA,NA,Tuscaloosa,Alabama,76.3,53.6,64.95,54.91,NA,NA,NA,AL,33,32,0,28.6,0.9,0.38,0.43
310,San Angelo,Texas,100119,93200,0.0742,59.9,155.1,1681,649,31.4411N,100.4505W,https://www.usclimatedata.com/climate/san-angelo/texas/united-states/ustx1199,"San Angelo, Texas",San Angelo,Texas,60,64,71,80,87,92,95,95,88,79,68,60,33,37,44,52,62,69,71,71,64,54,42,34,0.94,1.34,1.5,1.42,2.83,2.6,1.18,2.24,2.44,2.72,1.14,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,San Angelo,Texas,78.3,52.8,65.55,21.22,NA,NA,NA,TX,32,36,0,32.8,1,0.53,0.45
311,Vacaville,California,100032,92428,0.0823,29,75.1,3449,1332,38.3539N,121.9728W,https://www.usclimatedata.com/climate/vacaville/california/united-states/usca1181,"Vacaville, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,36,42,0,37.1,1.1,0.54,0.47
